Speed,QS phase,intercept,stiffness
S49_0006_Gait,DP,28.02508456328865,162.35390068419284
S49_0009_Gait,ERP,30.660318582279693,141.00312975295162
S49_0009_Gait,LRP,9.98031247346286,232.90425737216117
S49_0009_Gait,DP,26.4949816684136,162.35390068419284
S49_0013_Gait,ERP,25.375468127806755,141.00312975295162
S49_0013_Gait,LRP,10.813415786450854,232.90425737216117
S49_0013_Gait,DP,36.402655161380174,162.35390068419284
S49_0018_Gait,ERP,23.02505492385526,141.00312975295162
S49_0018_Gait,LRP,11.334410084224572,232.90425737216117
S49_0018_Gait,DP,42.97618883661994,162.35390068419284
S50_0004_Gait,ERP,16.91610563740476,145.0635975650799
S50_0004_Gait,LRP,-5.436913138507402,274.6484058218591
S50_0004_Gait,DP,31.73580303466425,162.84014336940714
S51_0006_Gait,ERP,5.6376232656172585,140.63544606252827
S51_0006_Gait,LRP,-23.58890993234415,413.28767148146835
S51_0006_Gait,DP,56.53068076548465,190.90850904665015
S51_0011_Gait,ERP,4.0220772115439605,140.63544606252827
S51_0011_Gait,LRP,5.08772415001792,413.28767148146835
S51_0011_Gait,DP,52.02112043599421,190.90850904665015
S52_0004_Gait,ERP,6.292899287959684,218.72160427622714
S52_0004_Gait,LRP,-42.44793710196971,519.4934773211039
S52_0004_Gait,DP,44.07458444744479,184.86407218077994
S52_0011_Gait,ERP,8.371819157959063,218.72160427622714
S52_0011_Gait,LRP,-95.3955507338719,519.4934773211039
S52_0011_Gait,DP,47.48828037222251,184.86407218077994
S52_0012_Gait,ERP,21.097246401859287,218.72160427622714
S52_0012_Gait,LRP,-15.74802925043133,519.4934773211039
S52_0012_Gait,DP,38.47756703530402,184.86407218077994
S52_0013_Gait,ERP,14.307394099519268,218.72160427622714
S52_0013_Gait,LRP,-29.80265652389445,519.4934773211039
S52_0013_Gait,DP,45.8487041030922,184.86407218077994
S53_0004_Gait,ERP,3.929977207902488,162.6988708679875
S53_0004_Gait,LRP,-30.919896137329893,504.35249382331057
S53_0004_Gait,DP,45.22926568257351,218.50198631673618
S53_0014_Gait,ERP,2.5173649142506997,162.6988708679875
S53_0014_Gait,LRP,-56.4174999087584,504.35249382331057
S53_0014_Gait,DP,34.91381229393726,218.50198631673618
S53_0017_Gait,ERP,6.0849691243637825,162.6988708679875
S53_0017_Gait,LRP,-39.56282715234454,504.35249382331057
S53_0017_Gait,DP,32.29351296645362,218.50198631673618
S54_0008_Gait,ERP,-9.470153353836297,121.7291439006235
S54_0008_Gait,LRP,-59.84461481711856,610.3480228228136
S54_0008_Gait,DP,19.61894979902356,292.86281975120806
S54_0019_Gait,ERP,-5.320238407619941,121.7291439006235
S54_0019_Gait,LRP,-48.24542493017913,610.3480228228136
S54_0019_Gait,DP,18.250916064644986,292.86281975120806
S54_0022_Gait,ERP,-8.094006282162516,121.7291439006235
S54_0022_Gait,LRP,-50.6825133261991,610.3480228228136
S54_0022_Gait,DP,33.233924658983426,292.86281975120806
S55_0003_Gait,ERP,-5.855503644790447,93.75732573507614
S55_0003_Gait,LRP,-193.30057987272582,767.6821534789124
S55_0003_Gait,DP,16.253956186744528,188.44573750593673
S55_0011_Gait,ERP,-11.767043728694153,93.75732573507614
S55_0011_Gait,LRP,-189.1285728916887,767.6821534789124
S55_0011_Gait,DP,23.31026127552683,188.44573750593673
S55_0012_Gait,ERP,-2.2406676774247503,93.75732573507614
S55_0012_Gait,LRP,-195.2107078473423,767.6821534789124
S55_0012_Gait,DP,21.10223718598225,188.44573750593673
S55_0014_Gait,ERP,-4.437799419820312,93.75732573507614
S55_0014_Gait,LRP,-208.01260889041023,767.6821534789124
S55_0014_Gait,DP,17.17717215485822,188.44573750593673
S55_0020_Gait,ERP,-1.5988560668504004,93.75732573507614
S55_0020_Gait,LRP,-177.86776592381008,767.6821534789124
S55_0020_Gait,DP,22.75859866673409,188.44573750593673
S55_0021_Gait,ERP,-1.8880196920868395,93.75732573507614
S55_0021_Gait,LRP,-189.9460468311045,767.6821534789124
S55_0021_Gait,DP,14.797746974226053,188.44573750593673
S56_0005_Gait,ERP,5.183405325576068,143.51865598410959
S56_0005_Gait,LRP,-12.78883979049283,328.50804227594955
S56_0005_Gait,DP,40.962055194129206,160.13212985243598
S56_0019_Gait,ERP,2.8996367833218613,143.51865598410959
S56_0019_Gait,LRP,-54.76439100718374,328.50804227594955
S56_0019_Gait,DP,30.12402623971905,160.13212985243598
S56_0021_Gait,ERP,-3.929508149055996,143.51865598410959
S56_0021_Gait,LRP,-52.98009978998165,328.50804227594955
S56_0021_Gait,DP,31.112736658761182,160.13212985243598
S57_0004_Gait,ERP,-1.557490738866704,93.94809772825651
S57_0004_Gait,LRP,-53.20836618899958,354.332441603787
S57_0004_Gait,DP,18.217980775371803,140.54296215790106
S57_0007_Gait,ERP,-6.575332101385751,93.94809772825651
S57_0007_Gait,LRP,-76.81442458635391,354.332441603787
S57_0007_Gait,DP,28.12775077163888,140.54296215790106
S57_0015_Gait,ERP,0.9973349499861676,93.94809772825651
S57_0015_Gait,LRP,-44.68875633772267,354.332441603787
S57_0015_Gait,DP,30.28755505531949,140.54296215790106
S57_0016_Gait,ERP,1.7430655568081148,93.94809772825651
S57_0016_Gait,LRP,-33.661522988240534,354.332441603787
S57_0016_Gait,DP,28.64967521685903,140.54296215790106
S57_0017_Gait,ERP,-1.3245360510281978,93.94809772825651
S57_0017_Gait,LRP,-68.38704472888287,354.332441603787
S57_0017_Gait,DP,23.198208361249623,140.54296215790106
S57_0020_Gait,ERP,-0.5222724090934063,93.94809772825651
S57_0020_Gait,LRP,-41.08529635298285,354.332441603787
S57_0020_Gait,DP,27.908418073444942,140.54296215790106
